task,trial,subject,video_path,start_frame,end_frame,gesture,clip_path
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,2227,2317,G11,/kaggle/working/clips/train_364.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,8,103,G1,/kaggle/working/clips/train_365.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,104,180,G5,/kaggle/working/clips/train_366.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,181,221,G2,/kaggle/working/clips/train_367.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,222,522,G3,/kaggle/working/clips/train_368.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,523,701,G6,/kaggle/working/clips/train_369.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,702,919,G4,/kaggle/working/clips/train_370.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,920,982,G2,/kaggle/working/clips/train_371.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,983,1205,G3,/kaggle/working/clips/train_372.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1206,1394,G6,/kaggle/working/clips/train_373.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1395,1526,G4,/kaggle/working/clips/train_374.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1527,1595,G2,/kaggle/working/clips/train_375.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1596,1929,G3,/kaggle/working/clips/train_376.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1930,2195,G6,/kaggle/working/clips/train_377.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2196,2370,G4,/kaggle/working/clips/train_378.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2371,2436,G2,/kaggle/working/clips/train_379.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2437,2683,G3,/kaggle/working/clips/train_380.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2684,3116,G6,/kaggle/working/clips/train_381.npy
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,3117,3274,G11,/kaggle/working/clips/train_382.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,60,142,G1,/kaggle/working/clips/train_383.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,143,195,G5,/kaggle/working/clips/train_384.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,196,253,G2,/kaggle/working/clips/train_385.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,254,449,G3,/kaggle/working/clips/train_386.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,450,579,G6,/kaggle/working/clips/train_387.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,580,689,G4,/kaggle/working/clips/train_388.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,690,744,G2,/kaggle/working/clips/train_389.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,745,968,G3,/kaggle/working/clips/train_390.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,969,1094,G6,/kaggle/working/clips/train_391.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1095,1267,G8,/kaggle/working/clips/train_392.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1268,1332,G2,/kaggle/working/clips/train_393.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1333,1507,G3,/kaggle/working/clips/train_394.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1508,1662,G6,/kaggle/working/clips/train_395.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1663,1777,G4,/kaggle/working/clips/train_396.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1778,1850,G2,/kaggle/working/clips/train_397.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1851,2055,G3,/kaggle/working/clips/train_398.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,2056,2130,G6,/kaggle/working/clips/train_399.npy
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,2131,2575,G11,/kaggle/working/clips/train_400.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,11,67,G1,/kaggle/working/clips/train_401.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,68,133,G5,/kaggle/working/clips/train_402.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,134,203,G8,/kaggle/working/clips/train_403.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,204,249,G2,/kaggle/working/clips/train_404.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,250,436,G3,/kaggle/working/clips/train_405.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,437,519,G6,/kaggle/working/clips/train_406.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,520,601,G4,/kaggle/working/clips/train_407.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,602,659,G2,/kaggle/working/clips/train_408.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,660,813,G3,/kaggle/working/clips/train_409.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,814,865,G6,/kaggle/working/clips/train_410.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,866,962,G4,/kaggle/working/clips/train_411.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,963,1050,G2,/kaggle/working/clips/train_412.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1051,1221,G3,/kaggle/working/clips/train_413.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1222,1289,G6,/kaggle/working/clips/train_414.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1290,1376,G4,/kaggle/working/clips/train_415.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1377,1470,G2,/kaggle/working/clips/train_416.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1471,1675,G3,/kaggle/working/clips/train_417.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1676,1734,G6,/kaggle/working/clips/train_418.npy
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1735,2039,G11,/kaggle/working/clips/train_419.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1,101,G5,/kaggle/working/clips/train_420.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,102,328,G8,/kaggle/working/clips/train_421.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,329,461,G2,/kaggle/working/clips/train_422.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,462,785,G3,/kaggle/working/clips/train_423.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,786,901,G6,/kaggle/working/clips/train_424.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,902,1029,G4,/kaggle/working/clips/train_425.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1030,1207,G8,/kaggle/working/clips/train_426.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1208,1321,G2,/kaggle/working/clips/train_427.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1322,1505,G3,/kaggle/working/clips/train_428.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1506,1685,G6,/kaggle/working/clips/train_429.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1686,1859,G2,/kaggle/working/clips/train_430.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1860,2086,G3,/kaggle/working/clips/train_431.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,2087,2163,G6,/kaggle/working/clips/train_432.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,2164,2334,G4,/kaggle/working/clips/train_433.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,2335,2412,G2,/kaggle/working/clips/train_434.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,2413,2833,G3,/kaggle/working/clips/train_435.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,2834,3005,G6,/kaggle/working/clips/train_436.npy
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,3006,3267,G11,/kaggle/working/clips/train_437.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,1,56,G1,/kaggle/working/clips/train_438.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,57,145,G5,/kaggle/working/clips/train_439.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,146,500,G8,/kaggle/working/clips/train_440.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,501,639,G2,/kaggle/working/clips/train_441.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,640,1105,G3,/kaggle/working/clips/train_442.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,1106,1370,G6,/kaggle/working/clips/train_443.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,1371,1600,G4,/kaggle/working/clips/train_444.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,1601,1942,G2,/kaggle/working/clips/train_445.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,1943,2313,G3,/kaggle/working/clips/train_446.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,2314,2630,G6,/kaggle/working/clips/train_447.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,2631,2752,G4,/kaggle/working/clips/train_448.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,2753,2971,G2,/kaggle/working/clips/train_449.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,2972,3307,G3,/kaggle/working/clips/train_450.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,3308,3451,G6,/kaggle/working/clips/train_451.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,3452,3623,G4,/kaggle/working/clips/train_452.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,3624,3814,G2,/kaggle/working/clips/train_453.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,3815,4209,G3,/kaggle/working/clips/train_454.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,4210,4324,G6,/kaggle/working/clips/train_455.npy
Suturing,Suturing_I002,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I002_capture2.avi,4325,4412,G11,/kaggle/working/clips/train_456.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,13,49,G1,/kaggle/working/clips/train_457.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,50,150,G5,/kaggle/working/clips/train_458.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,151,365,G8,/kaggle/working/clips/train_459.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,366,474,G2,/kaggle/working/clips/train_460.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,475,713,G3,/kaggle/working/clips/train_461.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,714,829,G6,/kaggle/working/clips/train_462.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,830,956,G4,/kaggle/working/clips/train_463.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,957,1160,G2,/kaggle/working/clips/train_464.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,1161,1324,G3,/kaggle/working/clips/train_465.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,1325,1488,G6,/kaggle/working/clips/train_466.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,1489,1607,G4,/kaggle/working/clips/train_467.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,1608,1707,G2,/kaggle/working/clips/train_468.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,1708,1928,G3,/kaggle/working/clips/train_469.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,1929,2057,G6,/kaggle/working/clips/train_470.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,2058,2212,G4,/kaggle/working/clips/train_471.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,2213,2259,G2,/kaggle/working/clips/train_472.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,2260,2504,G3,/kaggle/working/clips/train_473.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,2505,2818,G6,/kaggle/working/clips/train_474.npy
Suturing,Suturing_C003,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C003_capture2.avi,2819,3060,G11,/kaggle/working/clips/train_475.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,1,61,G1,/kaggle/working/clips/train_476.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,62,178,G5,/kaggle/working/clips/train_477.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,179,394,G8,/kaggle/working/clips/train_478.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,395,541,G2,/kaggle/working/clips/train_479.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,542,800,G3,/kaggle/working/clips/train_480.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,801,1057,G6,/kaggle/working/clips/train_481.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,1058,1126,G4,/kaggle/working/clips/train_482.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,1127,1163,G6,/kaggle/working/clips/train_483.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,1164,1312,G4,/kaggle/working/clips/train_484.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,1313,1520,G2,/kaggle/working/clips/train_485.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,1521,1865,G3,/kaggle/working/clips/train_486.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,1866,2027,G6,/kaggle/working/clips/train_487.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,2028,2234,G4,/kaggle/working/clips/train_488.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,2235,2492,G2,/kaggle/working/clips/train_489.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,2493,2893,G3,/kaggle/working/clips/train_490.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,2894,3050,G6,/kaggle/working/clips/train_491.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,3051,3219,G4,/kaggle/working/clips/train_492.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,3220,3338,G2,/kaggle/working/clips/train_493.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,3339,3552,G3,/kaggle/working/clips/train_494.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,3553,3621,G6,/kaggle/working/clips/train_495.npy
Suturing,Suturing_I004,I,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_I004_capture2.avi,3622,3730,G11,/kaggle/working/clips/train_496.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,1,49,G1,/kaggle/working/clips/train_497.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,50,91,G5,/kaggle/working/clips/train_498.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,92,141,G2,/kaggle/working/clips/train_499.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,142,363,G3,/kaggle/working/clips/train_500.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,364,507,G6,/kaggle/working/clips/train_501.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,508,644,G4,/kaggle/working/clips/train_502.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,645,739,G2,/kaggle/working/clips/train_503.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,740,897,G3,/kaggle/working/clips/train_504.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,898,1054,G6,/kaggle/working/clips/train_505.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,1055,1170,G4,/kaggle/working/clips/train_506.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,1171,1216,G2,/kaggle/working/clips/train_507.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,1217,1417,G3,/kaggle/working/clips/train_508.npy
Suturing,Suturing_E005,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E005_capture2.avi,1418,1552,G6,/kaggle/working/clips/train_509.npy
