task,trial,subject,video_path,start_frame,end_frame,gesture
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,166,317,G5
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,318,552,G8
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,553,710,G2
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,711,1462,G3
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,1463,1635,G6
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,1636,1817,G4
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,1818,2007,G2
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2008,2275,G3
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2276,2537,G6
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2538,2643,G4
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2644,2741,G10
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2742,2792,G6
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2793,2951,G10
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2952,2995,G6
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,2996,3084,G4
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,3085,3151,G6
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,3152,3399,G4
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,3400,3622,G2
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,3623,3963,G3
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,3964,4164,G6
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,4165,4368,G4
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,4369,4568,G2
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,4569,4975,G3
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,4976,5194,G6
Suturing,Suturing_H001,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H001_capture2.avi,5195,5363,G11
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,26,67,G1
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,68,191,G5
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,192,305,G8
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,306,413,G2
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,414,781,G3
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,782,854,G6
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,855,1039,G4
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,1040,1191,G8
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,1192,1354,G2
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,1355,1581,G3
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,1582,1793,G6
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,1794,1915,G4
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,1916,2016,G2
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,2017,2253,G3
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,2254,2410,G6
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,2411,2529,G4
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,2530,2623,G2
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,2624,2782,G3
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,2783,2987,G6
Suturing,Suturing_C001,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C001_capture2.avi,2988,3180,G11
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,80,219,G1
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,220,370,G5
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,371,590,G8
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,591,660,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,661,954,G3
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,955,1097,G8
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,1098,1124,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,1125,1401,G3
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,1402,1439,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,1440,1698,G8
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,1699,1783,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,1784,2285,G3
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,2286,2495,G6
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,2496,2679,G4
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,2680,2750,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,2751,2976,G3
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,2977,3155,G6
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,3156,3308,G4
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,3309,3659,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,3660,4011,G3
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,4012,4321,G8
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,4322,4374,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,4375,4704,G3
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,4705,4846,G6
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,4847,4983,G4
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,4984,5059,G2
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,5060,5354,G3
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,5355,5447,G6
Suturing,Suturing_B001,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B001_capture2.avi,5448,5635,G11
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,14,91,G1
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,92,151,G5
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,152,217,G8
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,218,254,G2
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,255,417,G3
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,418,484,G6
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,485,589,G9
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,590,742,G4
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,743,797,G2
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,798,966,G3
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,967,1012,G6
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1013,1240,G9
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1241,1265,G2
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1266,1339,G4
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1340,1420,G2
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1421,1586,G3
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1587,1635,G6
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1636,1689,G9
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1690,1759,G4
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1760,1805,G2
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,1806,2135,G3
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,2136,2184,G6
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,2185,2226,G9
Suturing,Suturing_D003,D,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_D003_capture2.avi,2227,2317,G11
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,8,103,G1
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,104,180,G5
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,181,221,G2
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,222,522,G3
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,523,701,G6
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,702,919,G4
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,920,982,G2
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,983,1205,G3
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1206,1394,G6
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1395,1526,G4
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1527,1595,G2
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1596,1929,G3
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,1930,2195,G6
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2196,2370,G4
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2371,2436,G2
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2437,2683,G3
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,2684,3116,G6
Suturing,Suturing_B003,B,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_B003_capture2.avi,3117,3274,G11
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,60,142,G1
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,143,195,G5
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,196,253,G2
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,254,449,G3
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,450,579,G6
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,580,689,G4
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,690,744,G2
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,745,968,G3
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,969,1094,G6
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1095,1267,G8
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1268,1332,G2
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1333,1507,G3
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1508,1662,G6
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1663,1777,G4
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1778,1850,G2
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,1851,2055,G3
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,2056,2130,G6
Suturing,Suturing_E003,E,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_E003_capture2.avi,2131,2575,G11
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,1,131,G5
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,132,320,G8
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,321,413,G2
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,414,619,G3
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,620,767,G6
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,768,961,G4
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,962,1128,G2
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,1129,1429,G3
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,1430,1667,G6
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,1668,1828,G4
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,1829,1933,G2
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,1934,2288,G3
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,2289,2453,G6
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,2454,2624,G4
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,2625,2738,G2
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,2739,2998,G3
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,2999,3127,G6
Suturing,Suturing_H005,H,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_H005_capture2.avi,3128,3279,G11
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,11,67,G1
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,68,133,G5
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,134,203,G8
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,204,249,G2
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,250,436,G3
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,437,519,G6
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,520,601,G4
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,602,659,G2
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,660,813,G3
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,814,865,G6
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,866,962,G4
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,963,1050,G2
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1051,1221,G3
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1222,1289,G6
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1290,1376,G4
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1377,1470,G2
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1471,1675,G3
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1676,1734,G6
Suturing,Suturing_F005,F,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_F005_capture2.avi,1735,2039,G11
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1,101,G5
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,102,328,G8
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,329,461,G2
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,462,785,G3
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,786,901,G6
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,902,1029,G4
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1030,1207,G8
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1208,1321,G2
Suturing,Suturing_C002,C,/kaggle/input/datasets/anaghabpoojari11/surgbench/Suturing/Suturing/video/Suturing_C002_capture2.avi,1322,1505,G3
